,epoch,client_id,client_side_avg_train_loss
0,0,-1,0.19309365426380762
1,0,1,0.5388262489184761
2,0,2,0.7901987674954543
3,1,-1,0.0006124152796184288
4,1,1,0.004293097638759382
5,1,2,0.00743348309458797
6,2,-1,0.002348100926378923
7,2,1,0.027934470894645638
8,2,2,0.05097161489242249
